Dates,Tem_Low,Tem_High,WP_Night,WP_Day
2017/2/20,2,9,5.5,4.5
2017/2/21,3,9,5.5,5.5
2017/2/22,0,5,4.5,4.5
2017/2/23,1,8,3.5,3
2017/2/24,0,10,3.5,3.5
2017/2/25,2,13,3,3
2017/2/26,2,15,3,3
2017/2/27,4,15,3,3
2017/2/28,6,16,3.5,3
2017/3/1,1,15,5.5,4.5
2017/3/2,1,11,3.5,3.5
2017/3/3,3,15,3.5,3.5
2017/3/4,8,18,3.5,3
2017/3/5,6,17,3.5,4.5
2017/3/6,3,13,3.5,3
2017/3/7,2,16,3.5,3.5
2017/3/8,3,14,4.5,3.5
2017/3/9,7,18,3.5,3.5
2017/3/10,9,19,3.5,3.5
2017/3/11,10,19,3.5,3.5
2017/3/12,7,17,4.5,5.5
2017/3/13,2,8,5.5,3.5
2017/3/14,2,13,3.5,3
2017/3/15,6,15,3.5,3.5
2017/3/16,4,13,3.5,3.5
2017/3/17,8,15,3.5,3.5
2017/3/18,8,14,3.5,3.5
2017/3/19,8,12,4.5,4.5
2017/3/20,6,11,3.5,3.5
2017/3/21,7,15,3.5,4.5
2017/3/22,7,9,4.5,3.5
2017/3/23,7,9,3.5,3.5
2017/3/24,6,10,3.5,3.5
2017/3/25,6,16,3.5,3.5
2017/3/26,6,18,4.5,3.5
2017/3/27,9,20,3.5,3.5
2017/3/28,7,23,5.5,4.5
2017/3/29,9,17,3.5,3.5
2017/3/30,9,13,4.5,3.5
2017/3/31,6,15,4.5,3.5
2017/4/1,8,18,4.5,3.5
2017/4/2,10,22,3.5,3.5
2017/4/3,13,23,4.5,3.5
2017/4/4,15,19,4.5,3.5
2017/4/5,15,19,3.5,3.5
2017/4/6,13,17,4.5,3.5
2017/4/7,14,19,3,3
2017/4/8,11,21,3.5,4.5
2017/4/9,9,13,5.5,3.5
2017/4/10,8,11,3.5,3.5
2017/4/11,9,16,3.5,3.5
2017/4/12,8,20,3.5,3.5
2017/4/13,13,23,3.5,3.5
2017/4/14,15,27,4.5,3.5
2017/4/15,18,29,3.5,3.5
2017/4/16,18,28,3.5,4.5
2017/4/17,17,25,4.5,4.5
2017/4/18,14,27,4.5,3.5
2017/4/19,17,27,4.5,4.5
2017/4/20,15,23,4.5,3.5
2017/4/21,10,21,5.5,3.5
2017/4/22,10,21,3,3
2017/4/23,13,25,3.5,3
2017/4/24,17,28,3.5,3.5
2017/4/25,16,25,4.5,4.5
2017/4/26,11,20,4.5,3.5
2017/4/27,12,23,3.5,3.5
2017/4/28,14,27,4.5,3.5
2017/4/29,16,29,4.5,3.5
2017/4/30,16,30,3.5,3.5
2017/5/1,19,30,3.5,3.5
2017/5/2,16,19,4.5,4.5
2017/5/3,17,22,4.5,4.5
2017/5/4,16,21,4.5,3.5
2017/5/5,16,25,4.5,3.5
2017/5/6,18,24,3.5,3.5
2017/5/7,17,27,3.5,3.5
2017/5/8,15,17,3.5,3.5
2017/5/9,15,23,4.5,3.5
2017/5/10,19,30,5.5,3.5
2017/5/11,18,28,3.5,3
2017/5/12,18,29,3.5,3.5
2017/5/13,20,33,3.5,3.5
2017/5/14,18,30,3.5,3.5
2017/5/15,16,26,3.5,4.5
2017/5/16,15,25,3.5,3.5
2017/5/17,16,28,3.5,3.5
2017/5/18,19,30,3.5,3.5
2017/5/19,19,28,3.5,3.5
2017/5/20,19,29,3.5,3.5
2017/5/21,20,30,3.5,3.5
2017/5/22,21,30,3.5,3.5
2017/5/23,18,24,4.5,3.5
2017/5/24,15,25,3.5,3.5
2017/5/25,17,30,3.5,3.5
2017/5/26,18,30,3.5,3.5
2017/5/27,20,33,3.5,3.5
2017/5/28,20,34,3.5,3.5
2017/5/29,21,34,4.5,3.5
2017/5/30,23,33,3.5,3.5
2017/5/31,24,33,3.5,3
2017/6/1,22,33,3,3.5
2017/6/2,21,33,3.5,3.5
2017/6/3,20,32,3.5,3.5
2017/6/4,20,30,4.5,4.5
2017/6/5,18,22,5.5,4.5
2017/6/6,18,23,5.5,3.5
2017/6/7,20,29,3.5,3.5
2017/6/8,22,31,3,3.5
2017/6/9,23,31,3.5,4.5
2017/6/10,20,25,5.5,4.5
2017/6/11,21,29,4.5,3.5
2017/6/12,20,26,3.5,3.5
2017/6/13,20,25,4.5,3.5
2017/6/14,19,27,3.5,3.5
2017/6/15,19,28,3.5,3.5
2017/6/16,19,29,3.5,3.5
2017/6/17,19,29,4.5,3.5
2017/6/18,21,29,4.5,3.5
2017/6/19,22,30,3.5,3.5
2017/6/20,22,27,3.5,3.5
2017/6/21,23,28,4.5,3.5
2017/6/22,23,28,3.5,3.5
2017/6/23,22,27,3.5,3.5
2017/6/24,22,29,3.5,3.5
2017/6/25,22,29,3,3.5
2017/6/26,23,30,3.5,3
2017/6/27,23,31,3.5,3.5
2017/6/28,23,30,3.5,3.5
2017/6/29,24,30,3.5,3.5
2017/6/30,24,28,3.5,3.5
2017/7/1,24,26,3.5,3.5
2017/7/2,23,26,3.5,3.5
2017/7/3,24,31,3.5,3.5
2017/7/4,25,31,3.5,3.5
2017/7/5,26,34,4.5,3.5
2017/7/6,27,33,3.5,3
2017/7/7,27,33,4.5,3.5
2017/7/8,27,32,3.5,3
2017/7/9,26,32,3.5,3.5
2017/7/10,24,29,4.5,3.5
2017/7/11,26,32,3.5,3.5
2017/7/12,27,33,3.5,3.5
2017/7/13,28,34,4.5,3.5
2017/7/14,27,34,3.5,3
2017/7/15,27,36,4.5,3.5
2017/7/16,28,37,4.5,3.5
2017/7/17,28,37,3.5,3.5
2017/7/18,28,36,4.5,3.5
2017/7/19,28,36,4.5,3.5
2017/7/20,28,37,4.5,3.5
2017/7/21,29,38,4.5,3.5
2017/7/22,29,39,4.5,3
2017/7/23,30,40,3.5,3
2017/7/24,29,39,3.5,3
2017/7/25,29,40,3.5,3.5
2017/7/26,29,38,3.5,3
2017/7/27,29,39,3.5,3
2017/7/28,29,39,3.5,3.5
2017/7/29,28,36,3.5,3.5
2017/7/30,28,35,4.5,4.5
2017/7/31,29,35,5.5,5.5
2017/8/1,28,33,5.5,4.5
2017/8/2,27,31,5.5,4.5
2017/8/3,27,32,4.5,3.5
2017/8/4,28,35,3.5,3
2017/8/5,28,36,3.5,3.5
2017/8/6,29,37,3.5,3.5
2017/8/7,28,36,3.5,3.5
2017/8/8,24,28,4.5,4.5
2017/8/9,24,29,3.5,3.5
2017/8/10,27,34,3.5,3
2017/8/11,27,35,3.5,3
2017/8/12,26,31,4.5,3.5
2017/8/13,25,29,4.5,3.5
2017/8/14,24,31,3.5,3.5
2017/8/15,25,32,3.5,3
2017/8/16,25,28,3.5,3.5
2017/8/17,24,32,3,3
2017/8/18,25,32,3.5,3.5
2017/8/19,25,33,3.5,3.5
2017/8/20,24,29,3.5,3.5
2017/8/21,26,33,3,3.5
2017/8/22,27,34,3.5,3.5
2017/8/23,28,36,4.5,3.5
2017/8/24,26,35,3.5,3
2017/8/25,25,31,3.5,4.5
2017/8/26,23,28,4.5,3.5
2017/8/27,26,33,3.5,3.5
2017/8/28,26,35,3.5,4.5
2017/8/29,23,28,4.5,4.5
2017/8/30,22,25,4.5,3.5
2017/8/31,20,23,3.5,3.5
2017/9/1,20,27,3.5,3.5
2017/9/2,22,25,3.5,3.5
2017/9/3,21,24,4.5,4.5
2017/9/4,22,26,3.5,3
2017/9/5,23,31,3.5,3
2017/9/6,22,26,3.5,3.5
2017/9/7,20,27,3.5,3.5
2017/9/8,22,30,3.5,3.5
2017/9/9,23,27,3.5,3.5
2017/9/10,21,29,3.5,3.5
2017/9/11,19,24,3.5,3.5
2017/9/12,20,28,3.5,3.5
2017/9/13,19,29,3.5,4.5
2017/9/14,21,29,4.5,4.5
2017/9/15,20,27,4.5,4.5
2017/9/16,18,27,3.5,3
2017/9/17,19,29,3.5,3
2017/9/18,20,30,3,3
2017/9/19,22,28,3,3
2017/9/20,19,23,3.5,3.5
2017/9/21,20,26,3.5,3.5
2017/9/22,21,26,3.5,3.5
2017/9/23,20,25,3.5,3.5
2017/9/24,20,22,3.5,3.5
2017/9/25,22,25,4.5,4.5
2017/9/26,23,29,3.5,3
2017/9/27,18,25,4.5,3.5
2017/9/28,17,25,3.5,3.5
2017/9/29,19,23,3.5,3.5
2017/9/30,20,23,3.5,4.5
2017/10/1,21,28,3.5,3.5
2017/10/2,19,23,4.5,4.5
2017/10/3,16,22,4.5,4.5
2017/10/4,15,19,4.5,4.5
2017/10/5,13,16,3.5,3.5
2017/10/6,14,23,3.5,3.5
2017/10/7,18,24,3.5,3.5
2017/10/8,19,28,3,3
2017/10/9,22,29,3.5,3.5
2017/10/10,20,28,3.5,4.5
2017/10/11,14,18,4.5,4.5
2017/10/12,13,15,4.5,3.5
2017/10/13,15,20,3.5,3.5
2017/10/14,16,19,4.5,4.5
2017/10/15,14,18,4.5,4.5
2017/10/16,15,18,4.5,4.5
2017/10/17,15,18,4.5,3.5
2017/10/18,14,18,3.5,3
2017/10/19,13,19,3.5,3
2017/10/20,12,21,3.5,3.5
2017/10/21,12,23,3.5,3.5
2017/10/22,11,22,3.5,3.5
2017/10/23,11,19,3.5,3
2017/10/24,9,19,3.5,3.5
2017/10/25,12,20,3.5,3.5
2017/10/26,11,21,3.5,3.5
2017/10/27,11,23,3.5,3.5
2017/10/28,12,22,3.5,3.5
2017/10/29,7,18,5.5,4.5
2017/10/30,7,15,3.5,3
2017/10/31,9,18,3.5,3
2017/11/1,10,21,3.5,3
2017/11/2,11,23,3.5,3.5
2017/11/3,8,20,5.5,4.5
2017/11/4,6,15,3.5,3.5
2017/11/5,9,17,3.5,3
2017/11/6,12,21,3.5,3
2017/11/7,12,22,3.5,3.5
2017/11/8,10,22,3.5,3.5
2017/11/9,11,21,3.5,3.5
2017/11/10,7,20,4.5,4.5
2017/11/11,11,16,3.5,3
2017/11/12,12,18,3.5,3
2017/11/13,10,18,3,3
2017/11/14,11,18,3,3
2017/11/15,12,18,3.5,3.5
2017/11/16,14,17,3.5,3.5
2017/11/17,6,16,4.5,5.5
2017/11/18,3,10,5.5,4.5
2017/11/19,4,10,3.5,3.5
2017/11/20,3,12,3.5,3.5
2017/11/21,7,13,3.5,3
2017/11/22,2,14,4.5,4.5
2017/11/23,3,13,3.5,3
2017/11/24,5,14,3,3.5
2017/11/25,6,17,3.5,3.5
2017/11/26,3,15,3.5,3.5
2017/11/27,9,15,3.5,3.5
2017/11/28,10,16,3.5,3.5
2017/11/29,6,12,4.5,4.5
2017/11/30,3,10,4.5,3.5
2017/12/1,3,10,3.5,3.5
2017/12/2,4,14,3.5,3.5
2017/12/3,5,14,3.5,3.5
2017/12/4,0,12,4.5,3.5
2017/12/5,0,9,3.5,3.5
2017/12/6,2,11,3.5,3
2017/12/7,0,13,3.5,4.5
2017/12/8,-1,7,3.5,3
2017/12/9,1,9,3.5,3.5
2017/12/10,-2,12,4.5,4.5
2017/12/11,1,11,3.5,3.5
2017/12/12,2,9,4.5,4.5
2017/12/13,4,9,4.5,4.5
2017/12/14,4,6,4.5,3.5
2017/12/15,3,7,3.5,3.5
2017/12/16,-4,7,4.5,4.5
2017/12/17,-3,4,3.5,3.5
2017/12/18,-2,8,3.5,3.5
2017/12/19,-2,9,3.5,3
2017/12/20,-2,10,4.5,3.5
2017/12/21,-1,12,3.5,3.5
2017/12/22,2,14,3.5,3
2017/12/23,5,13,3.5,4.5
2017/12/24,-2,11,4.5,3.5
2017/12/25,-1,9,3.5,3.5
2017/12/26,1,12,3.5,3.5
2017/12/27,4,11,3.5,3.5
2017/12/28,7,10,3.5,3
2017/12/29,8,12,3,3
2017/12/30,0,10,4.5,3.5
2017/12/31,-1,9,3,3
2018/1/1,2,12,3.5,3.5
2018/1/1,2,12,3.5,3.5
2018/1/2,6,11,3.5,4.5
2018/1/3,0,5,5.5,4.5
2018/1/4,-1,1,4.5,4.5
2018/1/5,-6,1,3.5,3
2018/1/6,-1,4,3.5,3.5
2018/1/7,-1,4,3.5,3.5
2018/1/8,-6,2,5.5,4.5
2018/1/9,-4,5,3.5,3.5
2018/1/10,-3,6,3.5,3.5
2018/1/11,-5,6,3.5,3.5
2018/1/12,-5,4,3.5,3.5
2018/1/13,-3,7,3.5,3.5
2018/1/14,1,11,3.5,3.5
2018/1/15,2,14,3.5,3.5
2018/1/16,2,10,3,3
2018/1/17,2,11,3,3
2018/1/18,4,11,3.5,3
2018/1/19,2,8,3,3
2018/1/20,3,9,3,3
2018/1/21,3,9,3,3
2018/1/22,1,12,2,2
2018/1/23,-1,6,4.5,4.5
2018/1/24,-1,3,4.5,4.5
2018/1/25,-3,0,5.5,4.5
2018/1/26,-3,-1,4.5,3.5
2018/1/27,-2,-1,4.5,4.5
2018/1/28,-7,-1,4.5,3.5
2018/1/29,-6,1,3.5,3.5
2018/1/30,-7,1,3.5,3.5
2018/1/31,-8,2,3,3
2018/2/1,-4,3,3,3
2018/2/2,-5,5,4.5,3.5
2018/2/3,-7,2,3.5,3.5
2018/2/4,-6,3,3.5,3
2018/2/5,-5,5,3.5,3.5
2018/2/6,-4,4,3.5,3.5
2018/2/7,-4,6,3.5,3.5
2018/2/8,-1,6,3.5,3.5
2018/2/9,3,9,3,3.5
2018/2/10,-2,7,4.5,3.5
2018/2/11,-4,9,4.5,3.5
2018/2/12,-3,8,4.5,3.5
2018/2/13,1,13,4.5,3.5
2018/2/14,5,17,3.5,3.5
2018/2/15,4,7,3.5,3.5
2018/2/16,2,12,3,4.5
2018/2/17,4,12,4.5,4.5
2018/2/18,5,8,3.5,3.5
2018/2/19,3,7,3.5,3.5
2018/2/20,3,7,4.5,3.5
2018/2/21,3,7,3.5,3.5
2018/2/22,2,15,3.5,4.5
2018/2/23,4,15,3.5,3
2018/2/24,6,12,3.5,3.5
2018/2/25,2,12,3.5,3.5
2018/2/26,5,15,3.5,3.5
2018/2/27,10,17,4.5,4.5
2018/2/28,7,13,5.5,3.5
2018/3/1,4,13,4.5,4.5
2018/3/2,5,12,4.5,3.5
2018/3/3,9,20,3.5,3.5
2018/3/4,7,23,3.5,5.5
2018/3/5,3,12,4.5,3.5
2018/3/6,5,8,4.5,4.5
2018/3/7,4,7,4.5,3.5
2018/3/8,-1,11,4.5,3.5
2018/3/9,1,10,3.5,3.5
2018/3/10,5,16,3.5,3.5
2018/3/11,8,20,3.5,3.5
2018/3/12,11,23,3.5,3.5
2018/3/13,14,25,3.5,3.5
2018/3/14,15,21,3.5,3.5
2018/3/15,7,21,3.5,5.5
2018/3/16,4,10,4.5,3.5
2018/3/17,7,16,4.5,4.5
2018/3/18,8,12,3.5,3.5
2018/3/19,3,10,3.5,3.5
2018/3/20,3,6,4.5,4.5
2018/3/21,2,11,4.5,3.5
2018/3/22,6,16,3.5,3.5
2018/3/23,10,21,3.5,3.5
2018/3/24,11,22,3.5,3.5
2018/3/25,11,24,3.5,3.5
2018/3/26,12,24,3.5,3.5
2018/3/27,13,25,3.5,3.5
2018/3/28,14,27,3.5,3.5
2018/3/29,15,26,3.5,3.5
2018/3/30,14,23,4.5,4.5
2018/3/31,14,26,3.5,3.5
2018/4/1,17,27,3.5,3.5
2018/4/2,18,27,3.5,3.5
2018/4/3,12,28,3.5,4.5
2018/4/4,10,13,5.5,4.5
2018/4/5,7,11,4.5,4.5
2018/4/6,5,16,5.5,4.5
2018/4/7,7,14,4.5,3.5
2018/4/8,10,22,4.5,3.5
2018/4/9,15,27,4.5,3.5
2018/4/10,18,29,4.5,3.5
2018/4/11,16,27,3.5,3.5
2018/4/12,14,21,4.5,4.5
2018/4/13,12,16,5.5,4.5
2018/4/14,9,15,4.5,3.5
2018/4/15,8,20,3.5,3.5
2018/4/16,9,22,3.5,3.5
2018/4/17,10,22,3.5,3.5
2018/4/18,13,26,3.5,3.5
2018/4/19,15,29,3.5,3.5
2018/4/20,18,30,4.5,3.5
2018/4/21,20,27,4.5,3.5
2018/4/22,17,25,3.5,4.5
2018/4/23,13,17,4.5,4.5
2018/4/24,12,19,4.5,3.5
2018/4/25,14,23,3.5,3
2018/4/26,14,23,3.5,3
2018/4/27,14,28,3.5,3.5
2018/4/28,18,29,3.5,3.5
2018/4/29,18,26,3.5,3.5
2018/4/30,20,30,3,3
2018/5/1,21,28,3,3.5
2018/5/2,13,25,4.5,3.5
2018/5/3,13,27,3.5,3.5
2018/5/4,18,28,4.5,4.5
2018/5/5,18,22,4.5,4.5
2018/5/6,16,23,4.5,5.5
2018/5/7,16,21,4.5,3.5
2018/5/8,12,23,3.5,3.5
2018/5/9,14,24,3.5,3.5
2018/5/10,16,24,4.5,4.5
2018/5/11,18,24,3.5,3
2018/5/12,18,22,3.5,3.5
2018/5/13,20,30,3.5,3.5
2018/5/14,24,32,3.5,3.5
2018/5/15,26,34,4.5,4.5
2018/5/16,25,35,4.5,3.5
2018/5/17,24,32,4.5,3
2018/5/18,19,30,4.5,4.5
2018/5/19,19,22,4.5,4.5
2018/5/20,18,24,4.5,3.5
2018/5/21,19,23,3.5,3
2018/5/22,18,24,3.5,3.5
2018/5/23,15,26,3.5,3.5
2018/5/24,20,26,3.5,3.5
2018/5/25,18,21,3.5,3.5
2018/5/26,19,24,3.5,3.5
2018/5/27,20,25,1.5,1.5
2018/5/28,22,30,3.5,3
2018/5/29,22,28,3,3
2018/5/30,22,27,3.5,3.5
2018/5/31,16,24,1.5,1.5
2018/6/1,19,30,3.5,3.5
2018/6/2,18,27,3.5,3.5
2018/6/3,19,28,3.5,3.5
2018/6/4,20,28,3.5,3.5
2018/6/5,20,30,3.5,3.5
2018/6/6,20,30,3.5,3.5
2018/6/7,21,32,3.5,3.5
2018/6/8,22,31,3.5,3.5
2018/6/9,19,22,3.5,3.5
2018/6/10,19,26,3.5,3.5
2018/6/11,22,32,3.5,3.5
2018/6/12,23,35,3.5,3.5
2018/6/13,23,35,3.5,3.5
2018/6/14,22,33,3.5,3.5
2018/6/15,22,33,3.5,3.5
2018/6/16,21,30,4.5,4.5
2018/6/17,21,30,4.5,3.5
2018/6/18,24,31,3.5,3.5
2018/6/19,22,28,3.5,3.5
2018/6/20,19,27,3.5,3.5
2018/6/21,21,30,3.5,3.5
2018/6/22,20,26,4.5,4.5
2018/6/23,21,28,3.5,3.5
2018/6/24,24,31,3.5,3.5
2018/6/25,27,34,3.5,3.5
2018/6/26,29,37,4.5,4.5
2018/6/27,28,34,4.5,4.5
2018/6/28,24,27,4.5,3.5
2018/6/29,24,33,3.5,3.5
2018/6/30,24,30,3.5,3.5
2018/7/1,24,32,3.5,3.5
2018/7/2,25,31,3.5,3.5
2018/7/3,25,31,3.5,3.5
2018/7/4,25,33,3,3.5
2018/7/5,25,27,3.5,3.5
2018/7/6,24,27,3.5,3.5
2018/7/7,25,30,4.5,4.5
2018/7/8,24,30,3.5,3.5
2018/7/9,27,34,3.5,3.5
2018/7/10,26,35,3.5,3.5
2018/7/11,27,33,5.5,5.5
2018/7/12,27,35,4.5,3.5
2018/7/13,27,35,4.5,4.5
2018/7/14,26,35,3.5,3.5
2018/7/15,27,36,3.5,3.5
2018/7/16,27,35,3.5,3.5
2018/7/17,26,35,4.5,4.5
2018/7/18,27,36,3.5,3.5
2018/7/19,26,35,3.5,3.5
2018/7/20,26,35,3.5,3.5
2018/7/21,26,34,3.5,3.5
2018/7/22,26,33,6.5,6.5
2018/7/23,27,33,4.5,3.5
2018/7/24,28,35,3.5,3.5
2018/7/25,28,36,3.5,3.5
2018/7/26,27,37,3.5,3.5
2018/7/27,27,36,3.5,3.5
2018/7/28,27,36,3.5,3.5
2018/7/29,27,36,3.5,3.5
2018/7/30,26,36,3.5,3.5
2018/7/31,26,35,3.5,3.5
2018/8/1,26,35,3.5,3.5
2018/8/2,26,35,3.5,3.5
2018/8/3,26,30,6.5,4.5
2018/8/4,27,33,3.5,3.5
2018/8/5,27,36,3.5,3.5
2018/8/6,28,36,3.5,3.5
2018/8/7,27,36,3.5,3.5
2018/8/8,27,36,3.5,3.5
2018/8/9,27,36,3.5,3.5
2018/8/10,28,36,3.5,3.5
2018/8/11,27,35,3.5,3.5
2018/8/12,26,31,4.5,5.5
2018/8/13,26,30,5.5,5.5
2018/8/14,27,34,4.5,4.5
2018/8/15,26,34,3.5,4.5
2018/8/16,26,33,4.5,4.5
2018/8/17,26,28,7.5,7.5
2018/8/18,27,33,5.5,4.5
2018/8/19,27,33,4.5,4.5
2018/8/20,27,33,3.5,3.5
2018/8/21,26,31,3.5,3.5
2018/8/22,25,30,4.5,4.5
2018/8/23,22,30,4.5,4.5
2018/8/24,23,31,3.5,3.5
2018/8/25,23,29,4.5,4.5
2018/8/26,26,31,4.5,4.5
2018/8/27,26,33,3.5,3.5
2018/8/28,26,34,3.5,3.5
2018/8/29,26,34,3.5,3.5
2018/8/30,26,34,3.5,3.5
2018/8/31,25,32,3.5,3.5
2018/9/1,25,30,3.5,3.5
2018/9/2,26,32,3.5,3.5
2018/9/3,24,32,4.5,4.5
2018/9/4,22,33,4.5,4.5
2018/9/5,22,32,3.5,3.5
2018/9/6,22,29,3.5,3.5
2018/9/7,18,27,4.5,4.5
2018/9/8,17,28,3.5,3.5
2018/9/9,19,28,3.5,3.5
2018/9/10,20,26,3.5,3.5
2018/9/11,21,28,3.5,3.5
2018/9/12,22,28,3.5,3.5
2018/9/13,22,26,3.5,3.5
2018/9/14,23,31,3.5,3.5
2018/9/15,24,31,3.5,3.5
2018/9/16,24,31,3.5,3.5
2018/9/17,23,27,4.5,4.5
2018/9/18,24,29,3.5,3.5
2018/9/19,24,32,3.5,3.5
2018/9/20,23,29,3.5,3.5
2018/9/21,21,25,3.5,3.5
2018/9/22,20,28,3.5,3.5
2018/9/23,18,27,3.5,3.5
2018/9/24,18,28,3.5,3.5
2018/9/25,19,25,3.5,3.5
2018/9/26,17,26,3.5,3.5
2018/9/27,18,27,3.5,3.5
2018/9/28,17,26,3.5,3.5
2018/9/29,17,27,3.5,3.5
2018/9/30,15,27,4.5,4.5
2018/10/1,14,25,3.5,3.5
2018/10/2,15,25,1.5,1.5
2018/10/3,14,27,3.5,3.5
2018/10/4,16,26,3.5,3.5
2018/10/5,16,25,4.5,4.5
2018/10/6,15,26,3.5,3.5
2018/10/7,17,26,3.5,3.5
2018/10/8,18,24,3.5,3.5
2018/10/9,13,24,3.5,3.5
2018/10/10,10,20,4.5,4.5
2018/10/11,9,21,3.5,3.5
2018/10/12,12,21,3.5,3.5
2018/10/13,14,22,3.5,3.5
2018/10/14,14,21,3.5,3.5
2018/10/15,15,21,3.5,3.5
2018/10/16,13,21,3.5,3.5
2018/10/17,12,22,3.5,3.5
2018/10/18,10,20,4.5,4.5
2018/10/19,12,20,3.5,3.5
2018/10/20,13,20,3.5,3.5
2018/10/21,16,21,3.5,3.5
2018/10/22,13,19,3.5,3.5
2018/10/23,13,24,3.5,3.5
2018/10/24,15,23,3.5,3.5
2018/10/25,16,20,3.5,3.5
2018/10/26,8,21,4.5,4.5
2018/10/27,9,20,3.5,3.5
2018/10/28,9,24,4.5,4.5
2018/10/29,11,24,3.5,3.5
2018/10/30,12,23,3.5,3.5
2018/10/31,10,21,3.5,3.5
2018/11/1,10,20,3.5,3.5
2018/11/2,12,20,3.5,3.5
2018/11/3,14,20,3.5,3.5
2018/11/4,15,23,3.5,3.5
2018/11/5,15,20,3.5,3.5
2018/11/6,13,17,3.5,3.5
2018/11/7,10,14,3.5,3.5
2018/11/8,6,13,5.5,5.5
2018/11/9,7,17,1.5,1.5
2018/11/10,12,18,3.5,3.5
2018/11/11,11,17,3.5,3.5
2018/11/12,10,17,3.5,3.5
2018/11/13,8,17,3.5,3.5
2018/11/14,11,18,1.5,1.5
2018/11/15,12,15,3.5,3.5
2018/11/16,8,16,4.5,4.5
2018/11/17,9,15,3.5,3.5
2018/11/18,5,10,3.5,3.5
2018/11/19,6,13,3.5,3.5
2018/11/20,9,16,3.5,3.5
2018/11/21,6,14,4.5,4.5
2018/11/22,5,13,3.5,3.5
2018/11/23,6,16,3.5,3.5
2018/11/24,6,18,1.5,1.5
2018/11/25,8,18,1.5,1.5
2018/11/26,8,18,1.5,1.5
2018/11/27,7,14,1.5,1.5
2018/11/28,8,18,1.5,1.5
2018/11/29,8,18,1.5,1.5
2018/11/30,9,18,1.5,1.5
2018/12/1,11,18,1.5,1.5
2018/12/2,11,16,1.5,1.5
2018/12/3,11,16,3.5,3.5
2018/12/4,7,10,4.5,4.5
2018/12/5,8,12,4.5,4.5
2018/12/6,3,8,4.5,4.5
2018/12/7,0,4,4.5,4.5
2018/12/8,0,2,4.5,4.5
2018/12/9,0,5,3.5,3.5
2018/12/10,3,6,3.5,3.5
2018/12/11,-2,6,4.5,4.5
2018/12/12,-3,5,3.5,3.5
2018/12/13,-2,7,1.5,1.5
2018/12/14,0,10,1.5,1.5
2018/12/15,3,8,3.5,3.5
2018/12/16,1,10,3.5,3.5
2018/12/17,1,13,3.5,3.5
2018/12/18,2,15,3.5,3.5
2018/12/19,7,12,3.5,3.5
2018/12/20,6,15,1.5,1.5
2018/12/21,9,14,1.5,1.5
2018/12/22,5,12,3.5,3.5
2018/12/23,2,11,4.5,4.5
2018/12/24,5,11,3.5,3.5
2018/12/25,7,10,3.5,3.5
2018/12/26,4,8,4.5,4.5
2018/12/27,-2,5,4.5,4.5
2018/12/28,-4,1,4.5,4.5
2018/12/29,-4,1,3.5,3.5
2018/12/30,-2,1,3.5,3.5
2018/12/31,-3,5,3.5,3.5
2019/1/1,-2,5,1.5,1.5
2019/1/2,0,4,3.5,3.5
2019/1/3,3,8,3.5,3.5
2019/1/4,4,7,3.5,3.5
2019/1/5,3,5,3.5,3.5
2019/1/6,2,4,1.5,1.5
2019/1/7,4,6,3.5,3.5
2019/1/8,2,6,3.5,3.5
2019/1/9,0,2,3.5,3.5
2019/1/10,2,4,3.5,3.5
2019/1/11,3,6,1.5,1.5
2019/1/12,1,6,1.5,1.5
2019/1/13,0,8,1.5,1.5
2019/1/14,2,8,1.5,1.5
2019/1/15,-2,6,1.5,1.5
2019/1/16,-2,4,3.5,3.5
2019/1/17,-1,8,1.5,1.5
2019/1/18,0,11,1.5,1.5
2019/1/19,1,8,1.5,1.5
2019/1/20,-2,7,1.5,1.5
2019/1/21,0,8,1.5,1.5
2019/1/22,-1,11,3.5,3.5
2019/1/23,-1,13,1.5,1.5
2019/1/24,2,14,1.5,1.5
2019/1/25,-2,10,4.5,4.5
2019/1/26,-2,4,3.5,3.5
2019/1/27,-1,9,1.5,1.5
2019/1/28,4,9,1.5,1.5
2019/1/29,5,9,1.5,1.5
2019/1/30,1,8,4.5,4.5
2019/1/31,-3,4,5.5,5.5
2019/2/1,1,7,3.5,3.5
2019/2/2,3,9,3.5,3.5
2019/2/3,0,8,1.5,1.5
2019/2/4,-1,10,3.5,3.5
2019/2/5,4,11,1.5,1.5
2019/2/6,6,16,3.5,3.5
2019/2/7,0,4,5.5,5.5
2019/2/8,-1,2,1.5,1.5
2019/2/9,-1,1,1.5,1.5
2019/2/10,-2,1,1.5,1.5
2019/2/11,0,4,1.5,1.5
2019/2/12,2,4,1.5,1.5
2019/2/13,2,6,1.5,1.5
2019/2/14,3,5,1.5,1.5
2019/2/15,2,6,1.5,1.5
2019/2/16,1,5,3.5,3.5
2019/2/17,2,7,3.5,3.5
2019/2/18,2,6,1.5,1.5
2019/2/19,3,6,1.5,1.5
2019/2/20,3,6,3.5,3.5
2019/2/21,2,7,1.5,1.5
2019/2/22,-1,6,1.5,1.5
2019/2/23,1,10,1.5,1.5
2019/2/24,0,9,1.5,1.5
2019/2/25,2,14,1.5,1.5
2019/2/26,5,12,1.5,1.5
2019/2/27,4,8,1.5,1.5
2019/2/28,5,10,1.5,1.5
2019/3/1,6,11,1.5,1.5
2019/3/2,6,9,1.5,1.5
2019/3/3,5,9,1.5,1.5
