,imf0,imf1,imf2,imf3,imf4
0,-1.074950676917485,-1.1483425054763217,-0.7188549913616731,-0.7551670327996662,0.3682217249699215
1,-1.0742723309689024,-1.0837262807800223,-0.5923962326119385,-0.35392506089171843,-0.1432929525422754
2,-1.062969890556686,-0.9443241884611484,-0.3418959118949919,0.25839769654851474,-0.43472956410760455
3,-1.0369858383356287,-0.7329472118587435,-0.005648346349045442,0.751528635933276,-0.13148811970885796
4,-0.9978949434069198,-0.46656930929820606,0.343608429234684,0.8264759083971536,0.3007360957933545
5,-0.9415463163510326,-0.16173680032151513,0.6289528372005425,0.41242830470457675,0.2832759855435874
6,-0.8714700316552332,0.1500612153364662,0.7671038803331237,-0.29692561751409785,-0.12792448419261868
7,-0.7962157306823415,0.4290827530265982,0.6972219648371974,-0.9202338349841264,-0.35780077350710626
8,-0.7174987385428758,0.6478188436124933,0.42380572696013713,-1.0633636224518503,-0.0801678481041101
9,-0.6272587847273271,0.7965257578496916,0.021858982790257955,-0.5644136892501521,0.32257494359872
10,-0.5293060368775274,0.8560918617818826,-0.4160944976423336,0.32611731771994096,0.24278762359425116
11,-0.4295899052519221,0.8109352346477722,-0.7891707804448367,1.0795613383753673,-0.22542820515388243
12,-0.3393887399287922,0.6501971468963932,-1.0084137873716505,1.2110538878424295,-0.3744831949089263
13,-0.2502595368878654,0.4003640706679948,-0.9814828670764735,0.6319402471444943,0.09638381953156663
14,-0.16417404143207587,0.08643758274457645,-0.685339568574307,-0.3365470863151278,0.47822174820500085
15,-0.07610918033505096,-0.2510105291599103,-0.15869498646618463,-1.1205910955984366,0.13386674517049366
16,0.01713785077971592,-0.5704342784313875,0.48713405500420515,-1.2478529557050677,-0.4745392404412476
17,0.12244214366394593,-0.8288640122324614,1.0939490417604398,-0.6323435075342341,-0.40927333439895713
18,0.23524193339965901,-1.0055490086471184,1.4718778330786397,0.3404084683797291,0.2721974650159634
19,0.3412027928610512,-1.1000516220241743,1.461143395437738,1.0626979381533967,0.5607064292118388
20,0.43960291559590686,-1.099886735904677,1.0269301057967186,1.133121814104804,0.04980476407881698
21,0.5411075814828125,-0.9841988590841154,0.2741849513912358,0.5762165908751297,-0.49369737306429395
22,0.646226025874427,-0.7553747576488327,-0.61387656890091,-0.2560391925689363,-0.3324666314170497
23,0.7428669801171022,-0.4417920206792429,-1.4229156520883908,-0.9082708423430094,0.24359341883693528
24,0.8392410337269671,-0.0542469052501599,-1.9111554552307985,-1.0136507998624842,0.4791807710657354
25,0.9335449963191517,0.3779647576132551,-1.9198500039668913,-0.5447943874530176,0.0881949216160196
26,1.02877668910645,0.8257018814807072,-1.403837104001105,0.20875027428088846,-0.3959579446123402
27,1.1283722178799918,1.2556172292924468,-0.4610007680618229,0.8084157595573771,-0.3602062928701174
28,1.2187117008459383,1.6123551068773174,0.6627865097875264,0.8982514006470561,0.10460647389257778
29,1.3082440119825955,1.8710860026086424,1.6915988364270798,0.4770490308331032,0.4563587392353653
30,1.381824326070407,1.9859661503144508,2.3281891026693526,-0.19518619033885828,0.2386491006749148
31,1.4350956371122052,1.938492628508289,2.3894663924386967,-0.6964157280951625,-0.26563412486671273
32,1.4901498993422584,1.7586242307433138,1.8800625366735078,-0.6813653945061405,-0.37069369180409045
33,1.5458646503684337,1.457292627027625,0.9093171577882606,-0.20688589123726056,-0.023088440316508512
34,1.591502335898625,1.041305653194616,-0.3150091461445743,0.34794204170369564,0.2788202945968824
35,1.631315441946484,0.5461519533870771,-1.4907106415388147,0.613070246394276,0.2556581471413671
36,1.6694308876224635,0.015681168682475963,-2.3150980640586507,0.4504255180453888,0.0037722939633107783
37,1.7140836146379694,-0.49790870667171244,-2.5602679767821783,0.02428615595822685,-0.23951204733361783
38,1.7769377092999836,-0.9420364977530472,-2.1419481620967193,-0.34876155230825184,-0.2771047775251212
39,1.8542954007661179,-1.2927652578191686,-1.175796044608493,-0.46223714529546545,-0.05832837137318066
40,1.94738498351253,-1.532113713512484,0.08074954442006733,-0.30454988196139227,0.28109688130994437
41,2.049201935366162,-1.6633909600391494,1.2812117994648191,-0.0475937591491327,0.3430239255987028
42,2.1551537024137346,-1.6950612640490443,2.1028590664698137,0.1259478504619661,-0.06051859815991416
43,2.2782467320865805,-1.621536827552404,2.3519478916119385,0.1701022522835199,-0.47292666641914477
44,2.40325389992572,-1.4794462187922948,1.9453191676474109,0.0969450926973658,-0.3462768123661535
45,2.528167100149294,-1.2923046278248511,0.9954245082084413,0.01455290819183357,0.3095188259351904
46,2.658272396517823,-1.0741439164717883,-0.2258845797294145,0.019648517430875468,0.6904766428917721
47,2.7771544389251654,-0.8625481762630632,-1.4010795010219907,0.07061291587104579,0.11404631971960838
48,2.89421450451203,-0.656144546577974,-2.180590390532374,0.11334555358356033,-0.719605215307307
49,3.0212867137769135,-0.44403992365461886,-2.315708591619879,0.09046440664374875,-0.5881791425354304
50,3.1677960438489476,-0.21897229633656506,-1.750874460369226,-0.03260273463249826,0.41922875385183095
51,3.323779338924879,-0.0011732005860412933,-0.6695464025729614,-0.2507590514528489,0.8471824290451724
52,3.479352692540608,0.18925619171761549,0.5935482870311143,-0.44225781669759234,0.023758163548936877
53,3.6436827731736314,0.3585454923768736,1.6806084076925103,-0.4005837912571348,-0.849016933162399
54,3.811674798949993,0.4967742917204807,2.262303470668051,-0.06610020593814735,-0.5058886628044802
55,3.9739692476222075,0.5903009250434306,2.146726156009735,0.4032667021824144,0.5629236070800286
56,4.126573645992613,0.6378083608659937,1.3584983401973891,0.7292398937074916,0.8492099890790562
57,4.279738377425033,0.6603283186598086,0.1449450233804858,0.6903755129532242,-0.033665027054987084
58,4.423793289379013,0.6570652552027846,-1.144524632982382,0.21735784320309615,-0.8852535624410139
59,4.564463041228578,0.6480451312755919,-2.107436989292375,-0.45637951691445783,-0.48829361540028743
60,4.717559715449889,0.6644608527464632,-2.4160909128006236,-0.9161079853530741,0.6370482475718511
61,4.887956910433373,0.7141146049190116,-1.959851496290377,-0.8734465913482713,0.8394066263462253
62,5.054005510216055,0.7614480911093142,-0.9021416726621362,-0.3709987097839306,-0.2662898169346959
63,5.210306734776544,0.7870580891667721,0.4387422900616084,0.3334076584438731,-1.0157632628005224
64,5.353478556752493,0.7761347038239437,1.6692902742281581,0.8871861941274541,-0.1948467237598064
65,5.4787833002963655,0.7166698243968754,2.429078749233423,1.010729031487604,1.0181009039352371
66,5.588181069018718,0.6108640153233252,2.50438886199128,0.6474207818133423,0.7586751211847504
67,5.675180903091022,0.4585769069884173,1.8698960563043274,-0.02944792872552294,-0.6826201851608984
68,5.761072804895934,0.2999748443604867,0.7431238437235436,-0.6445107728059457,-1.111762421188049
69,5.8519976598740655,0.1560023506000345,-0.5498954002231773,-0.9064270603296799,0.14734032196324184
70,5.9367855848268185,0.02164218252233283,-1.6739846940910335,-0.7489059247542166,1.1765957094838748
71,6.018084858185225,-0.09224523461972929,-2.3217633283575876,-0.2577634468974231,0.44541659074458223
72,6.116401311876397,-0.15648156454510248,-2.2944509034798863,0.3750963561813305,-0.9207632586400744
